id,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,game_engines,game_modes,player_perspectives
Fireworks Mania,"5,539",182,"5,721",93.36%,main_game,1608163200,['PC (Microsoft Windows)'],"['Simulator', 'Indie']",,,,['Single player'],['First person']
VVVVVV,"9,410",365,"9,775",93.35%,main_game,1263168000,"['PC (Microsoft Windows)', 'PlayStation Vita', 'Nintendo 3DS', 'PlayStation 4', 'Android', 'Linux', 'iOS', 'Mac', 'Ouya', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie', 'Arcade']",79.75,6.0,,"['Single player', 'Multiplayer']",['Side view']
"Rusted Warfare - RTS ",,,,,,,,,,,,,
I commissioned some bees 0,"4,111",120,"4,231",93.35%,main_game,1662595200,['PC (Microsoft Windows)'],['Indie'],,,,['Single player'],
Disfigure,"3,698",103,"3,801",93.34%,main_game,1690416000,['PC (Microsoft Windows)'],['Indie'],,,,['Single player'],
Garden Galaxy,"1,953",35,"1,988",93.34%,main_game,1670976000,['PC (Microsoft Windows)'],"['Simulator', 'Indie']",,,['Unity'],['Single player'],['Bird view / Isometric']
eden*,"4,092",120,"4,212",93.33%,main_game,724896000,"['Super Nintendo Entertainment System', 'Super Famicom']","['Platform', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up""]",,,,['Single player'],['Side view']
Sword and Fairy,"3,424",92,"3,516",93.33%,main_game,978307200,['PC (Microsoft Windows)'],"['Simulator', 'Strategy', 'Adventure']",,,,['Single player'],
Zup! X,"6,291",219,"6,510",93.32%,main_game,1526515200,['PC (Microsoft Windows)'],"['Puzzle', 'Indie']",,,,['Single player'],
枝江往事,"4,750",149,"4,899",93.32%,main_game,1623369600,"['PC (Microsoft Windows)', 'Mac']",[],,,,,
Don't Escape: 4 Days to Survive,"2,056",39,"2,095",93.32%,main_game,1552262400,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,['Unity'],['Single player'],['Side view']
The Room Three,"10,872",443,"11,315",93.31%,main_game,1446595200,"['PC (Microsoft Windows)', 'Android', 'iOS']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,['Unity'],['Single player'],['First person']
Endless Monday: Dreams and Deadlines,"1,203",11,"1,214",93.31%,main_game,1683158400,"['PC (Microsoft Windows)', 'Linux']","['Adventure', 'Indie', 'Visual Novel']",,,,['Single player'],"['First person', 'Third person', 'Text']"
Rabi-Ribi,"11,137",458,"11,595",93.30%,main_game,1453939200,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', 'Adventure', 'Indie', 'Arcade']",85.25,4.0,,['Single player'],['Side view']
Hypnospace Outlaw,"4,320",131,"4,451",93.30%,main_game,1552348800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",84.33333333333333,6.0,['Construct 2'],['Single player'],
Trine,"14,329",625,"14,954",93.28%,main_game,1323216000,"['PC (Microsoft Windows)', 'Wii U', 'PlayStation 3', 'Xbox 360', 'Android', 'Linux', 'Mac']","['Platform', 'Puzzle', 'Adventure']",85.0,9.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
ANIMAL WELL,"13,076",560,"13,636",93.28%,main_game,1715212800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",89.0,5.0,['Proprietary Engine'],['Single player'],['Side view']
Insaniquarium! Deluxe,"5,236",173,"5,409",93.28%,main_game,1093996800,['PC (Microsoft Windows)'],"['Shooter', 'Puzzle', 'Simulator', 'Strategy']",,,,['Single player'],['Side view']
Hexcells Infinite,"4,154",125,"4,279",93.28%,main_game,1409529600,"['PC (Microsoft Windows)', 'Linux', 'iOS', 'Mac']","['Puzzle', 'Strategy', 'Indie']",,,['Unity 4'],['Single player'],['First person']
NUKITASHI 2,"1,353",16,"1,369",93.28%,main_game,1707955200,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",,,,['Single player'],
Orbo's Odyssey,"1,189",11,"1,200",93.28%,main_game,1692576000,['PC (Microsoft Windows)'],['Adventure'],,,['Unity'],['Single player'],['Third person']
Mirage Feathers,"1,122",9,"1,131",93.28%,main_game,1725580800,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",,,,['Single player'],['Third person']
FreshWomen - Season 1,"15,990",715,"16,705",93.27%,main_game,1660867200,"['PC (Microsoft Windows)', 'Android', 'Linux']","['Point-and-click', 'Role-playing (RPG)', 'Indie', 'Visual Novel']",,,"[""Ren'Py Visual Novel Engine""]",['Single player'],
Spin Rhythm XD,"3,794",110,"3,904",93.27%,main_game,1678752000,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation VR2', 'Nintendo Switch']","['Music', 'Indie', 'Arcade']",98.0,1.0,['Unity'],"['Single player', 'Multiplayer']",['Third person']
Zup! Z,"4,013",120,"4,133",93.26%,main_game,1608508800,['PC (Microsoft Windows)'],['Indie'],,,,,
The Elder Scrolls III: Morrowind,"23,604","1,139","24,743",93.24%,main_game,1020211200,"['PC (Microsoft Windows)', 'Xbox']","['Role-playing (RPG)', 'Adventure']",63.25,4.0,['Gamebryo'],['Single player'],"['First person', 'Third person']"
Coloring Pixels,"7,081",263,"7,344",93.24%,main_game,1534464000,['PC (Microsoft Windows)'],['],,,,,
Neighbours from Hell,"2,777",69,"2,846",93.24%,main_game,1056067200,"['PC (Microsoft Windows)', 'Xbox', 'Nintendo GameCube']","['Strategy', 'Adventure']",72.0,2.0,,['Single player'],['Side view']
Aokana - EXTRA1,"1,304",15,"1,319",93.24%,main_game,1498780800,['PC (Microsoft Windows)'],"['Adventure', 'Visual Novel']",,,['BGI/Ethornell'],['Single player'],"['First person', 'Text']"
NGU IDLE,"10,999",459,"11,458",93.23%,main_game,1569888000,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,['Single player'],['Text']
Illusion Carnival,"2,048",41,"2,089",93.23%,main_game,1720656000,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie', 'Visual Novel']",,,['Unity'],['Single player'],['Bird view / Isometric']
Rooftops & Alleys: The Parkour Game,"3,625",105,"3,730",93.22%,main_game,1716249600,['PC (Microsoft Windows)'],"['Simulator', 'Sport', 'Indie', 'Arcade']",,,['Unreal Engine 5'],"['Single player', 'Multiplayer']","['First person', 'Third person']"
Master Of Pottery,"2,714",67,"2,781",93.22%,main_game,1573430400,['PC (Microsoft Windows)'],"['Simulator', 'Indie']",,,,['Single player'],
"怠惰的怪獸公主不想工作 ",,,,,,,,,,,,,
The Pedestrian,"4,441",141,"4,582",93.21%,main_game,1580256000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",72.5,2.0,,['Single player'],['Side view']
Project Zomboid,"303,906","18,799","322,705",93.20%,main_game,1383868800,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Indie']",,,,"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['Bird view / Isometric']
Call of Juarez Gunslinger,"36,803","1,907","38,710",93.20%,main_game,1369180800,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Nintendo Switch']","['Shooter', 'Adventure', 'Arcade']",74.6,10.0,['Chrome Engine'],['Single player'],['First person']
Trine 2,"20,453",973,"21,426",93.20%,main_game,1323216000,"['PC (Microsoft Windows)', 'Wii U', 'PlayStation 3', 'Xbox 360', 'Android', 'Linux', 'Mac']","['Platform', 'Puzzle', 'Adventure']",85.0,9.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
It Steals,"1,809",33,"1,842",93.20%,main_game,1609372800,['Web browser'],"['Quiz/Trivia', 'Adventure']",,,,['Single player'],['Text']
"枝江畔之梦 ",,,,,,,,,,,,,
Blood and Bacon,"31,221","1,588","32,809",93.19%,main_game,1454284800,['PC (Microsoft Windows)'],"['Shooter', 'Adventure']",,,,"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Indigo Park,"17,108",793,"17,901",93.18%,main_game,1715990400,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,['Single player'],['First person']
STAR WARS™ Republic Commando,"14,753",665,"15,418",93.18%,main_game,1108598400,"['PC (Microsoft Windows)', 'Xbox', 'PlayStation 4', 'Nintendo Switch']","['Shooter', 'Tactical', 'Adventure']",80.8,6.0,['Unreal Engine 2'],"['Single player', 'Multiplayer']",['First person']
100 Ninja Cats,"1,911",37,"1,948",93.18%,main_game,1707696000,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Indie']",,,,['Single player'],['Side view']
"NEEDY GIRL OVERDOSE ",,,,,,,,,,,,,
Roboquest,"17,971",843,"18,814",93.17%,main_game,844128000,['PC (Microsoft Windows)'],[],,,,,
SpaceEngine,"10,587",446,"11,033",93.17%,main_game,1560211200,"['PC (Microsoft Windows)', 'SteamVR']","['Simulator', 'Indie']",,,,['Single player'],['Virtual Reality']
The Forgotten City,"9,978",416,"10,394",93.16%,main_game,1627430400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",90.0,6.0,['Unreal Engine 4'],['Single player'],['First person']
Swallow the Sea,"2,137",46,"2,183",93.16%,main_game,1587686400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",,,['Unity'],['Single player'],['Side view']
Day of the Tentacle Remastered,"4,128",130,"4,258",93.15%,remaster,1458518400,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 4', 'Xbox One', 'Linux', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",84.54545454545455,12.0,,['Single player'],['Side view']
NEKOPARA Vol. 1,"25,469","1,272","26,741",93.14%,main_game,1419811200,"['PC (Microsoft Windows)', 'OOParts', 'PlayStation 4', 'Nintendo Switch']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",,,['KiriKiri'],['Single player'],['Text']
The Rewinder,"6,288",232,"6,520",93.14%,main_game,1631232000,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
Impostor Factory,"10,602",452,"11,054",93.13%,main_game,1632960000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",,,['RPG Maker XP'],['Single player'],['Bird view / Isometric']
Sudocats,"1,188",13,"1,201",93.13%,main_game,1647216000,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Card & Board Game']",,,,['Single player'],['Bird view / Isometric']
ROUNDS,"29,957","1,539","31,496",93.12%,main_game,1617235200,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One']","['Fighting', 'Indie', 'Arcade']",,,['Unity 2019'],['Multiplayer'],['Side view']
PlateUp!,"19,748",952,"20,700",93.12%,main_game,1659571200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Simulator', 'Strategy', 'Indie']",,,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Retrowave,"14,349",654,"15,003",93.12%,main_game,1651795200,['PC (Microsoft Windows)'],"['Racing', 'Simulator', 'Indie']",,,,['Single player'],"['First person', 'Third person']"
Bit Blaster XL,"5,931",216,"6,147",93.12%,main_game,1453420800,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Indie'],,,,['Single player'],
LISA,"13,654",618,"14,272",93.11%,main_game,1418601600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
Orcs Must Die!,"7,579",298,"7,877",93.11%,main_game,1317772800,"['PC (Microsoft Windows)', 'Xbox 360']","['Shooter', 'Strategy', 'Indie']",86.25,5.0,,['Single player'],"['First person', 'Third person']"
Raging Loop,"6,090",225,"6,315",93.10%,main_game,1449100800,"['PC (Microsoft Windows)', 'PlayStation Vita', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Adventure', 'Indie', 'Visual Novel']",,,,['Single player'],"['Side view', 'Text']"
klocki,"4,469",148,"4,617",93.10%,main_game,1467676800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Puzzle', 'Indie']",,,['Unity'],['Single player'],
WitchSpring R,"5,456",195,"5,651",93.09%,remake,1695600000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Nintendo Switch']",['Role-playing (RPG)'],81.0,3.0,['Unity'],['Single player'],['Bird view / Isometric']
Just a To the Moon Series Beach Episode,"1,555",26,"1,581",93.09%,main_game,1726790400,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Adventure', 'Indie']",,,['RPG Maker XP'],['Single player'],['Bird view / Isometric']
Cats and Seek: Osaka,"1,468",23,"1,491",93.09%,main_game,1701043200,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Linux', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie', 'Card & Board Game']",,,,['Single player'],['First person']
Will You Snail?,"2,586",66,"2,652",93.08%,main_game,1646784000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie', 'Arcade']",,,['Game Maker Studio'],['Single player'],['Side view']
Content Warning,"96,872","5,689","102,561",93.07%,main_game,1711929600,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,"['Multiplayer', 'Co-operative']",['First person']
Incredibox,"3,774",118,"3,892",93.07%,main_game,1250380800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Music', 'Indie']",,,,['Single player'],
"Tails Noir: Prologue ",,,,,,,,,,,,,
Half-Life: Opposing Force,"22,170","1,111","23,281",93.04%,standalone_expansion,942192000,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Shooter', 'Platform', 'Puzzle']",70.0,1.0,['GoldSrc'],"['Single player', 'Multiplayer']",['First person']
Pilgrims,"4,378",147,"4,525",93.04%,main_game,883526400,['PC (Microsoft Windows)'],['Adventure'],,,,,
Dwarf Fortress,"25,233","1,290","26,523",93.03%,main_game,1670284800,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']",84.0,0.0,['OpenGL'],['Single player'],"['Bird view / Isometric', 'Text']"
Machinarium,"14,525",679,"15,204",93.03%,main_game,1255651200,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",87.5,3.0,['Adobe Flash Player'],['Single player'],['Side view']
Hylics 2,"2,497",64,"2,561",93.03%,main_game,1592784000,"['PC (Microsoft Windows)', 'Mac']","['Role-playing (RPG)', 'Indie']",,,['RPG Maker'],['Single player'],
Nodebuster,"2,181",51,"2,232",93.03%,main_game,1723507200,['PC (Microsoft Windows)'],['Indie'],,,['Godot Engine'],['Single player'],
DEEP SPACE WAIFU,"8,035",330,"8,365",93.02%,main_game,1496188800,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",,,,['Single player'],['Bird view / Isometric']
Songs of Syx,"4,923",174,"5,097",93.02%,main_game,1600646400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Indie']",,,,['Single player'],['Bird view / Isometric']
Voidigo,"3,700",117,"3,817",93.02%,main_game,1686182400,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,,"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Fluffy Store,"3,341",101,"3,442",93.01%,main_game,1565827200,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",,,,['Single player'],['First person']
Sakuya Izayoi Gives You Advice And Dabs,"2,142",50,"2,192",93.01%,main_game,1581292800,['PC (Microsoft Windows)'],['Visual Novel'],,,,['Single player'],"['First person', 'Text']"
"Mafia II (Classic) ",,,,,,,,,,,,,
"Warhammer 40,000: Dawn of War - Soulstorm","15,647",747,"16,394",93.00%,expansion,1204588800,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Strategy']",80.0,3.0,,"['Single player', 'Multiplayer']",['Bird view / Isometric']
Nova Drift,"12,140",551,"12,691",93.00%,main_game,1723420800,"['PC (Microsoft Windows)', 'Mac']","['Indie', 'Arcade']",0.0,1.0,['Solar2D / Corona SDK'],['Single player'],
The Jackbox Party Pack 7,"4,314",146,"4,460",93.00%,main_game,1602720000,"['PC (Microsoft Windows)', 'Amazon Fire TV', 'Google Stadia', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS']","['Puzzle', 'Strategy', 'Quiz/Trivia', 'Indie']",77.8,5.0,,"['Single player', 'Multiplayer', 'Co-operative']",
Submachine: Legacy,"1,101",12,"1,113",93.00%,main_game,1697155200,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
Ori and the Blind Forest,"52,754","2,981","55,735",92.99%,expanded_game,1457654400,"['PC (Microsoft Windows)', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure']",86.28571428571429,7.0,['Unity'],['Single player'],['Side view']
GUILTY GEAR XX ACCENT CORE PLUS R,"6,641",261,"6,902",92.99%,expanded_game,1348099200,"['PC (Microsoft Windows)', 'PlayStation Vita', 'Arcade', 'Nintendo Switch']","['Fighting', 'Arcade']",0.0,2.0,,"['Single player', 'Multiplayer']",['Side view']
Buckshot Roulette,"30,373","1,612","31,985",92.98%,main_game,1703721600,"['PC (Microsoft Windows)', 'Linux']","['Simulator', 'Strategy', 'Indie']",80.0,1.0,['Godot Engine'],['Single player'],['First person']
Timberborn,"25,322","1,312","26,634",92.98%,main_game,1631664000,"['PC (Microsoft Windows)', 'Mac']","['Simulator', 'Strategy', 'Indie']",,,,['Single player'],['Bird view / Isometric']
(the) Gnorp Apologue,"5,594",209,"5,803",92.98%,main_game,1702512000,['PC (Microsoft Windows)'],"['Simulator', 'Strategy', 'Indie']",,,,['Single player'],['Side view']
"像素女友 ",,,,,,,,,,,,,
"LEGO® MARVEL Super Heroes ",,,,,,,,,,,,,
The Talos Principle 2,"9,904",434,"10,338",92.97%,main_game,1698883200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S']","['Puzzle', 'Adventure', 'Indie']",90.16666666666669,9.0,['Unreal Engine 5'],['Single player'],"['First person', 'Third person']"
We Become What We Behold,"5,048",183,"5,231",92.97%,main_game,1477267200,"['PC (Microsoft Windows)', 'Web browser']",['Indie'],,,['PixiJS'],['Single player'],['Bird view / Isometric']
Coloring Game 2,"3,325",102,"3,427",92.97%,main_game,1578614400,['PC (Microsoft Windows)'],['Indie'],,,,['Single player'],
My Summer Car,"73,322","4,297","77,619",92.96%,main_game,1477267200,['PC (Microsoft Windows)'],"['Racing', 'Simulator', 'Sport', 'Indie']",,,['Unity 2017'],['Single player'],['First person']
Against the Storm,"25,141","1,306","26,447",92.96%,port,1627516800,['Nintendo Switch'],"['Shooter', 'Arcade']",,,,['Single player'],
Dust: An Elysian Tail,"17,544",862,"18,406",92.96%,main_game,1344988800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox 360', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Platform', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",82.0,10.0,,['Single player'],['Side view']
Audiosurf,"10,409",464,"10,873",92.95%,main_game,1432598400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Music', 'Puzzle', 'Indie']",,,['Unity 5'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Anomaly Agent,"6,597",262,"6,859",92.95%,main_game,1706054400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Fighting', 'Platform', 'Adventure', 'Indie', 'Arcade']",80.0,1.0,['Unity'],['Single player'],['Side view']
Creeper World 3: Arc Eternal,"4,366",151,"4,517",92.95%,main_game,1395878400,['PC (Microsoft Windows)'],"['Puzzle', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Indie']",,,,['Single player'],
Rakuen,"5,558",210,"5,768",92.94%,main_game,1369267200,['PlayStation Portable'],['Visual Novel'],,,,['Single player'],['Text']
"我的小鲨鱼 ",,,,,,,,,,,,,
Bang-On Balls: Chronicles,"4,267",148,"4,415",92.92%,main_game,1696464000,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Adventure', 'Indie', 'Arcade']",80.0,4.0,['unreal 4'],"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Borderlands 2,"269,198","17,453","286,651",92.91%,main_game,1347926400,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation Vita', 'PlayStation 4', 'Xbox 360', 'Android', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Shooter', 'Role-playing (RPG)']",80.70588235294117,18.0,['Unreal Engine'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",['First person']
100 Capitalist Cats,"2,600",72,"2,672",92.91%,main_game,1705795200,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Arcade']",,,,['Single player'],['Side view']
Peaks of Yore,"1,626",32,"1,658",92.91%,main_game,1698278400,['PC (Microsoft Windows)'],"['Platform', 'Adventure', 'Indie']",,,['Unity3D'],['Single player'],
Recettear: An Item Shop's Tale,"6,809",277,"7,086",92.90%,main_game,1198195200,"['PC (Microsoft Windows)', 'Linux']","['Role-playing (RPG)', 'Simulator', 'Indie']",76.0,2.0,,['Single player'],"['Bird view / Isometric', 'Text']"
"STEINS;GATE 0 ",,,,,,,,,,,,,
東方風神録 〜 Mountain of Faith.,"1,060",12,"1,072",92.90%,main_game,1187308800,['PC (Microsoft Windows)'],"['Shooter', 'Indie']",,,,['Single player'],['Bird view / Isometric']
"Star Wars: Battlefront 2 (Classic, 2005)","49,643","2,844","52,487",92.89%,main_game,1510876800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Shooter', 'Adventure']",71.82352941176471,23.0,['Frostbite'],"['Single player', 'Multiplayer', 'Co-operative']","['First person', 'Third person']"
Monster Girl Island: Prologue,"16,349",807,"17,156",92.89%,main_game,1560902400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",,,['Unity'],['Single player'],['First person']
像素男友,"1,055",12,"1,067",92.89%,main_game,1608768000,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",,,,['Single player'],
Northern Journey,"2,667",76,"2,743",92.87%,main_game,1629244800,['PC (Microsoft Windows)'],"['Adventure', 'Indie']",,,['unreal 4'],['Single player'],['First person']
Snufkin: Melody of Moominvalley,"1,933",45,"1,978",92.87%,main_game,1709769600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Music', 'Puzzle', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'Indie']",85.0,3.0,['Unity'],['Single player'],"['Third person', 'Bird view / Isometric', 'Text']"
The Curse of Monkey Island,"2,478",68,"2,546",92.86%,main_game,878256000,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure']",,,['SCUMM'],['Single player'],['Side view']
東方虹龍洞 ～ Unconnected Marketeers.,"1,705",36,"1,741",92.86%,main_game,1620000000,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
"9-nine-:Episode 2 ",,,,,,,,,,,,,
Boneraiser Minions,"4,811",178,"4,989",92.85%,main_game,1659657600,['PC (Microsoft Windows)'],['Indie'],,,,['Single player'],['Bird view / Isometric']
Cats Hidden in Bali,"1,070",13,"1,083",92.85%,main_game,1695600000,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
Railroader,"1,968",47,"2,015",92.84%,dlc_addon,1627430400,['PC (Microsoft Windows)'],['Simulator'],,,,['Single player'],"['First person', 'Third person']"
last seen online,"1,036",12,"1,048",92.84%,main_game,1703289600,"['PC (Microsoft Windows)', 'Web browser', 'Mac']","['Puzzle', 'Simulator', 'Indie']",,,"['Custom HTML5, JavaScript, CSS']",['Single player'],"['First person', 'Text']"
Rusty Lake Hotel,"8,118",352,"8,470",92.83%,main_game,1450051200,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,,['Single player'],['First person']
AVICII Invector,"3,123",98,"3,221",92.83%,main_game,1575936000,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Music', 'Indie', 'Arcade']",81.0,3.0,,"['Single player', 'Multiplayer', 'Split screen']",['Third person']
S.T.A.L.K.E.R.: Shadow of Chernobyl,"40,224","2,287","42,511",92.82%,main_game,1174348800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Shooter', 'Role-playing (RPG)']",80.0,4.0,['X-ray Engine'],"['Single player', 'Multiplayer']",['First person']
"STAR WARS™ Battlefront (Classic 2004) ",,,,,,,,,,,,,
Dream Ending,"2,876",87,"2,963",92.82%,main_game,1563753600,['PC (Microsoft Windows)'],"['Adventure', 'Indie', 'Visual Novel']",,,,['Single player'],['First person']
"東方紺珠伝 ～ Legacy of Lunatic Kingdom. ",,,,,,,,,,,,,
Angel at Dusk,"1,001",11,"1,012",92.82%,main_game,1577750400,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Shooter', 'Indie', 'Arcade']",,,,['Single player'],['Bird view / Isometric']
Farming Simulator 19,"69,212","4,162","73,374",92.81%,expansion,1609113600,['Xbox One'],['Simulator'],,,,"['Single player', 'Multiplayer']",
WorldBox - God Simulator,"34,563","1,935","36,498",92.81%,main_game,1538438400,"['PC (Microsoft Windows)', 'Android', 'Linux', 'iOS']","['Role-playing (RPG)', 'Simulator', 'Indie']",,,['Unity'],['Single player'],['Bird view / Isometric']
POSTAL Brain Damaged,"7,213",305,"7,518",92.81%,main_game,1654732800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Arcade']",,,,['Single player'],['First person']
Bejeweled 3,"6,457",265,"6,722",92.81%,port,1278460800,"['PC (Microsoft Windows)', 'PlayStation 3', 'Nintendo DS', 'Xbox 360', 'Legacy Mobile Device', 'Web browser']",[],,,,['Single player'],
Insomnia: Theater in the Head,"2,117",54,"2,171",92.81%,main_game,1671148800,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",,,['Unity'],['Single player'],"['Bird view / Isometric', 'Side view']"
